player_id,session_id,session_start,time,item_type,item_name,item_revenue,session_duration,start_day,acquisition,country
CPZVMGWQSIOH132,CPZVMGWQSIOH132-59f6koiq,2015-01-02T15:37:08Z,2015-01-02T15:50:08Z,ad,ad_10sec,0.098,15.5,2015-01-01,crosspromo,South Korea
STOCFUMKWIQD372,STOCFUMKWIQD372-qj2v93sm,2015-01-02T19:51:56Z,2015-01-02T19:57:26Z,ad,ad_15sec,0.52,22.2,2015-01-02,organic,Austria
STOCFUMKWIQD372,STOCFUMKWIQD372-qj2v93sm,2015-01-02T19:51:56Z,2015-01-02T20:00:44Z,ad,ad_10sec,0.14,22.2,2015-01-02,organic,Austria
STOCFUMKWIQD372,STOCFUMKWIQD372-qj2v93sm,2015-01-02T19:51:56Z,2015-01-02T20:00:50Z,ad,ad_15sec,0.16,22.2,2015-01-02,organic,Austria
STOCFUMKWIQD372,STOCFUMKWIQD372-qj2v93sm,2015-01-02T19:51:56Z,2015-01-02T20:09:26Z,ad,ad_15sec,0.58,22.2,2015-01-02,organic,Austria
LSGNADJFEKYB951,LSGNADJFEKYB951-1brf5hjc,2015-01-03T00:06:33Z,2015-01-03T00:09:03Z,ad,ad_10sec,0.147,5.1,2015-01-03,organic,Hong Kong
CPZVMGWQSIOH132,CPZVMGWQSIOH132-rm137c8q,2015-01-03T00:48:26Z,2015-01-03T00:48:32Z,ad,ad_15sec,0.13999999999999999,6.3,2015-01-01,crosspromo,South Korea
LSGNADJFEKYB951,LSGNADJFEKYB951-wo5ukxvs,2015-01-03T02:09:29Z,2015-01-03T02:12:11Z,ad,ad_30sec,0.728,32,2015-01-03,organic,Hong Kong
LSGNADJFEKYB951,LSGNADJFEKYB951-wo5ukxvs,2015-01-03T02:09:29Z,2015-01-03T02:24:35Z,ad,ad_15sec,0.413,32,2015-01-03,organic,Hong Kong
LSGNADJFEKYB951,LSGNADJFEKYB951-wo5ukxvs,2015-01-03T02:09:29Z,2015-01-03T02:29:35Z,ad,ad_survey,0.728,32,2015-01-03,organic,Hong Kong
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-cdpl231z,2015-01-03T03:06:52Z,2015-01-03T03:10:34Z,ad,ad_10sec,0.14,13.5,2015-01-03,organic,United States
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-cdpl231z,2015-01-03T03:06:52Z,2015-01-03T03:15:28Z,ad,ad_10sec,0.17,13.5,2015-01-03,organic,United States
FXWUORGYNJAE271,FXWUORGYNJAE271-5sm12r4v,2015-01-03T05:58:29Z,2015-01-03T06:14:29Z,ad,ad_5sec,0.11,30.6,2015-01-01,organic,Canada
FXWUORGYNJAE271,FXWUORGYNJAE271-5sm12r4v,2015-01-03T05:58:29Z,2015-01-03T06:19:47Z,ad,ad_5sec,0.04,30.6,2015-01-01,organic,Canada
FXWUORGYNJAE271,FXWUORGYNJAE271-5sm12r4v,2015-01-03T05:58:29Z,2015-01-03T06:23:11Z,iap,offer2,6.993,30.6,2015-01-01,organic,Canada
FXWUORGYNJAE271,FXWUORGYNJAE271-5sm12r4v,2015-01-03T05:58:29Z,2015-01-03T06:25:59Z,ad,ad_5sec,0.09000000000000001,30.6,2015-01-01,organic,Canada
ECPANOIXLZHF896,ECPANOIXLZHF896-eobwgl4n,2015-01-03T06:11:10Z,2015-01-03T06:16:28Z,ad,ad_5sec,0.07,10.6,2015-01-01,google,Germany
FKRCHELYTPBQ631,FKRCHELYTPBQ631-u7hk2wfp,2015-01-03T13:39:02Z,2015-01-03T13:43:56Z,iap,gold2,0.796,6.9,2015-01-03,organic,Mexico
QJGVOBLATIHW457,QJGVOBLATIHW457-yzv4pdaw,2015-01-03T14:30:17Z,2015-01-03T14:34:59Z,iap,gems2,9.99,12,2015-01-02,other_campaign,Sweden
QJGVOBLATIHW457,QJGVOBLATIHW457-yzv4pdaw,2015-01-03T14:30:17Z,2015-01-03T14:35:59Z,ad,ad_5sec,0.033,12,2015-01-02,other_campaign,Sweden
CPZVMGWQSIOH132,CPZVMGWQSIOH132-lsq1jvef,2015-01-03T18:43:18Z,2015-01-03T18:47:48Z,ad,ad_survey,0.868,7.7,2015-01-01,crosspromo,South Korea
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-i9tgn3aq,2015-01-03T18:46:09Z,2015-01-03T18:48:15Z,ad,ad_survey,1.5,8.5,2015-01-03,organic,United States
FKRCHELYTPBQ631,FKRCHELYTPBQ631-g5jkwaur,2015-01-03T21:34:51Z,2015-01-03T21:38:39Z,ad,ad_5sec,0.03,13.9,2015-01-03,organic,Mexico
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-tnvwuf3q,2015-01-03T22:10:13Z,2015-01-03T22:11:31Z,ad,ad_15sec,0.49,41,2015-01-03,organic,United States
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-tnvwuf3q,2015-01-03T22:10:13Z,2015-01-03T22:33:37Z,ad,ad_10sec,0.18,41,2015-01-03,organic,United States
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-tnvwuf3q,2015-01-03T22:10:13Z,2015-01-03T22:45:55Z,ad,ad_survey,1.3399999999999999,41,2015-01-03,organic,United States
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-tnvwuf3q,2015-01-03T22:10:13Z,2015-01-03T22:47:19Z,iap,gold2,1.393,41,2015-01-03,organic,United States
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-tnvwuf3q,2015-01-03T22:10:13Z,2015-01-03T22:48:07Z,ad,ad_10sec,0.2,41,2015-01-03,organic,United States
ECPANOIXLZHF896,ECPANOIXLZHF896-nyxgb61j,2015-01-03T22:53:52Z,2015-01-03T22:54:46Z,iap,gems3,22.490999999999996,15.6,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-nyxgb61j,2015-01-03T22:53:52Z,2015-01-03T23:04:16Z,ad,ad_5sec,0.12,15.6,2015-01-01,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-8uay9w75,2015-01-04T01:21:03Z,2015-01-04T01:36:03Z,ad,ad_30sec,1.02,26.8,2015-01-04,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-8uay9w75,2015-01-04T01:21:03Z,2015-01-04T01:40:39Z,ad,ad_5sec,0.08,26.8,2015-01-04,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-8uay9w75,2015-01-04T01:21:03Z,2015-01-04T01:47:51Z,ad,ad_15sec,0.5,26.8,2015-01-04,google,Germany
FKRCHELYTPBQ631,FKRCHELYTPBQ631-xakr3uhm,2015-01-04T03:12:18Z,2015-01-04T03:18:36Z,iap,gold4,7.9959999999999996,19,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-xakr3uhm,2015-01-04T03:12:18Z,2015-01-04T03:23:06Z,ad,ad_10sec,0.126,19,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-xakr3uhm,2015-01-04T03:12:18Z,2015-01-04T03:24:36Z,ad,ad_15sec,0.312,19,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-xakr3uhm,2015-01-04T03:12:18Z,2015-01-04T03:27:48Z,iap,gold4,7.9959999999999996,19,2015-01-03,organic,Mexico
ECPANOIXLZHF896,ECPANOIXLZHF896-7z9hsagq,2015-01-04T03:15:34Z,2015-01-04T03:32:58Z,ad,ad_5sec,0.03,35.1,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-7z9hsagq,2015-01-04T03:15:34Z,2015-01-04T03:43:04Z,ad,ad_30sec,0.73,35.1,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-7z9hsagq,2015-01-04T03:15:34Z,2015-01-04T03:43:28Z,ad,ad_5sec,0.02,35.1,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-7z9hsagq,2015-01-04T03:15:34Z,2015-01-04T03:45:22Z,iap,offer2,8.991,35.1,2015-01-01,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-h2ns6lvi,2015-01-04T04:13:21Z,2015-01-04T04:14:15Z,iap,gems2,8.991,17.2,2015-01-04,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-h2ns6lvi,2015-01-04T04:13:21Z,2015-01-04T04:17:57Z,ad,ad_15sec,0.33999999999999997,17.2,2015-01-04,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-h2ns6lvi,2015-01-04T04:13:21Z,2015-01-04T04:28:39Z,ad,ad_15sec,0.25,17.2,2015-01-04,google,Germany
PMFHVNCUEYLT913,PMFHVNCUEYLT913-o8gwxc1d,2015-01-04T05:14:38Z,2015-01-04T05:20:56Z,ad,ad_5sec,0.07,15.3,2015-01-04,organic,Austria
PMFHVNCUEYLT913,PMFHVNCUEYLT913-o8gwxc1d,2015-01-04T05:14:38Z,2015-01-04T05:22:38Z,ad,ad_5sec,0.04,15.3,2015-01-04,organic,Austria
PMFHVNCUEYLT913,PMFHVNCUEYLT913-o8gwxc1d,2015-01-04T05:14:38Z,2015-01-04T05:25:26Z,ad,ad_5sec,0.03,15.3,2015-01-04,organic,Austria
JYEBCLNUZTXQ457,JYEBCLNUZTXQ457-5rvno1h7,2015-01-04T09:15:00Z,2015-01-04T09:18:48Z,ad,ad_15sec,0.21500000000000002,30.2,2015-01-04,other_campaign,Egypt
JYEBCLNUZTXQ457,JYEBCLNUZTXQ457-5rvno1h7,2015-01-04T09:15:00Z,2015-01-04T09:30:36Z,ad,ad_10sec,0.045000000000000005,30.2,2015-01-04,other_campaign,Egypt
JYEBCLNUZTXQ457,JYEBCLNUZTXQ457-5rvno1h7,2015-01-04T09:15:00Z,2015-01-04T09:44:18Z,ad,ad_5sec,0.05,30.2,2015-01-04,other_campaign,Egypt
JYEBCLNUZTXQ457,JYEBCLNUZTXQ457-5rvno1h7,2015-01-04T09:15:00Z,2015-01-04T09:44:36Z,iap,offer4,9.995000000000001,30.2,2015-01-04,other_campaign,Egypt
ZPTIHNSVFYAQ146,ZPTIHNSVFYAQ146-a5xwkd9f,2015-01-04T10:54:11Z,2015-01-04T11:03:05Z,ad,ad_10sec,0.126,15.2,2015-01-04,facebook,Mexico
ZPTIHNSVFYAQ146,ZPTIHNSVFYAQ146-a5xwkd9f,2015-01-04T10:54:11Z,2015-01-04T11:04:23Z,ad,ad_20sec,0.618,15.2,2015-01-04,facebook,Mexico
QJGVOBLATIHW457,QJGVOBLATIHW457-n9w1k427,2015-01-04T16:41:23Z,2015-01-04T16:44:59Z,ad,ad_playable,1.6610000000000003,37.1,2015-01-02,other_campaign,Sweden
QJGVOBLATIHW457,QJGVOBLATIHW457-n9w1k427,2015-01-04T16:41:23Z,2015-01-04T16:46:59Z,ad,ad_5sec,0.07700000000000001,37.1,2015-01-02,other_campaign,Sweden
QJGVOBLATIHW457,QJGVOBLATIHW457-n9w1k427,2015-01-04T16:41:23Z,2015-01-04T16:59:05Z,ad,ad_15sec,0.396,37.1,2015-01-02,other_campaign,Sweden
QJGVOBLATIHW457,QJGVOBLATIHW457-n9w1k427,2015-01-04T16:41:23Z,2015-01-04T16:59:17Z,iap,offer2,9.99,37.1,2015-01-02,other_campaign,Sweden
QJGVOBLATIHW457,QJGVOBLATIHW457-n9w1k427,2015-01-04T16:41:23Z,2015-01-04T17:14:53Z,ad,ad_survey,0.9020000000000001,37.1,2015-01-02,other_campaign,Sweden
ECPANOIXLZHF896,ECPANOIXLZHF896-rflq72i3,2015-01-04T18:43:46Z,2015-01-04T18:48:22Z,ad,ad_5sec,0.11,11.4,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-rflq72i3,2015-01-04T18:43:46Z,2015-01-04T18:51:04Z,iap,gold4,17.990999999999996,11.4,2015-01-01,google,Germany
KILWZYHRSJEG316,KILWZYHRSJEG316-ot54caxm,2015-01-04T18:48:24Z,2015-01-04T18:51:48Z,ad,ad_20sec,1.309,22.6,2015-01-04,organic,Denmark
KILWZYHRSJEG316,KILWZYHRSJEG316-ot54caxm,2015-01-04T18:48:24Z,2015-01-04T19:02:24Z,ad,ad_10sec,0.15400000000000003,22.6,2015-01-04,organic,Denmark
KILWZYHRSJEG316,KILWZYHRSJEG316-ot54caxm,2015-01-04T18:48:24Z,2015-01-04T19:05:18Z,iap,offer1,5.489,22.6,2015-01-04,organic,Denmark
KILWZYHRSJEG316,KILWZYHRSJEG316-ot54caxm,2015-01-04T18:48:24Z,2015-01-04T19:09:00Z,ad,ad_15sec,0.517,22.6,2015-01-04,organic,Denmark
RKMOVDJGESXY135,RKMOVDJGESXY135-lz9gno2q,2015-01-04T20:52:30Z,2015-01-04T20:54:42Z,ad,ad_20sec,0.40599999999999997,6.7,2015-01-04,google,South Korea
RKMOVDJGESXY135,RKMOVDJGESXY135-lz9gno2q,2015-01-04T20:52:30Z,2015-01-04T20:54:54Z,iap,offer5,23.192,6.7,2015-01-04,google,South Korea
ZPTIHNSVFYAQ146,ZPTIHNSVFYAQ146-zfkjhq3i,2015-01-05T01:53:40Z,2015-01-05T02:01:52Z,ad,ad_5sec,0.042,20,2015-01-04,facebook,Mexico
ZPTIHNSVFYAQ146,ZPTIHNSVFYAQ146-zfkjhq3i,2015-01-05T01:53:40Z,2015-01-05T02:05:04Z,ad,ad_5sec,0.042,20,2015-01-04,facebook,Mexico
EQUDNGZICMAK482,EQUDNGZICMAK482-4kv589em,2015-01-05T02:20:16Z,2015-01-05T02:23:34Z,ad,ad_10sec,0.07,29.8,2015-01-04,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-4kv589em,2015-01-05T02:20:16Z,2015-01-05T02:31:28Z,ad,ad_20sec,0.8200000000000001,29.8,2015-01-04,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-4kv589em,2015-01-05T02:20:16Z,2015-01-05T02:40:16Z,ad,ad_20sec,0.41,29.8,2015-01-04,google,Germany
EQUDNGZICMAK482,EQUDNGZICMAK482-4kv589em,2015-01-05T02:20:16Z,2015-01-05T02:40:34Z,ad,ad_5sec,0.05,29.8,2015-01-04,google,Germany
GAYIBLUCOEDJ732,GAYIBLUCOEDJ732-p16sbv2d,2015-01-05T08:40:40Z,2015-01-05T08:43:10Z,iap,gems1,1.7430000000000003,13.9,2015-01-03,organic,United States
FKRCHELYTPBQ631,FKRCHELYTPBQ631-j7o81d2x,2015-01-05T08:53:48Z,2015-01-05T09:12:24Z,iap,offer4,7.9959999999999996,29.7,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-j7o81d2x,2015-01-05T08:53:48Z,2015-01-05T09:18:24Z,ad,ad_15sec,0.27599999999999997,29.7,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-j7o81d2x,2015-01-05T08:53:48Z,2015-01-05T09:19:54Z,ad,ad_15sec,0.324,29.7,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-j7o81d2x,2015-01-05T08:53:48Z,2015-01-05T09:21:12Z,ad,ad_15sec,0.17400000000000002,29.7,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-j7o81d2x,2015-01-05T08:53:48Z,2015-01-05T09:21:48Z,ad,ad_10sec,0.096,29.7,2015-01-03,organic,Mexico
FKRCHELYTPBQ631,FKRCHELYTPBQ631-j7o81d2x,2015-01-05T08:53:48Z,2015-01-05T09:22:06Z,iap,gems2,3.9959999999999996,29.7,2015-01-03,organic,Mexico
ECPANOIXLZHF896,ECPANOIXLZHF896-zj7pxnct,2015-01-05T09:13:03Z,2015-01-05T09:20:21Z,iap,gems4,53.991,28.1,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-zj7pxnct,2015-01-05T09:13:03Z,2015-01-05T09:24:15Z,ad,ad_5sec,0.12,28.1,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-zj7pxnct,2015-01-05T09:13:03Z,2015-01-05T09:24:21Z,iap,offer5,26.090999999999998,28.1,2015-01-01,google,Germany
ECPANOIXLZHF896,ECPANOIXLZHF896-zj7pxnct,2015-01-05T09:13:03Z,2015-01-05T09:32:45Z,ad,ad_5sec,0.1,28.1,2015-01-01,google,Germany
ZLQXOBATVPUN346,ZLQXOBATVPUN346-p39nes5q,2015-01-05T10:59:12Z,2015-01-05T11:07:42Z,iap,gold7,131.98899999999998,18.8,2015-01-05,organic,Norway
ZLQXOBATVPUN346,ZLQXOBATVPUN346-p39nes5q,2015-01-05T10:59:12Z,2015-01-05T11:11:00Z,ad,ad_5sec,0.036000000000000004,18.8,2015-01-05,organic,Norway
ZLQXOBATVPUN346,ZLQXOBATVPUN346-a8x4j5ql,2015-01-05T12:08:19Z,2015-01-05T12:08:43Z,ad,ad_playable,1.557,17.7,2015-01-05,organic,Norway
ZLQXOBATVPUN346,ZLQXOBATVPUN346-a8x4j5ql,2015-01-05T12:08:19Z,2015-01-05T12:10:49Z,ad,ad_5sec,0.027,17.7,2015-01-05,organic,Norway
ZLQXOBATVPUN346,ZLQXOBATVPUN346-a8x4j5ql,2015-01-05T12:08:19Z,2015-01-05T12:11:01Z,iap,gems5,142.98899999999998,17.7,2015-01-05,organic,Norway
DKOAXELSFPWC723,DKOAXELSFPWC723-gcxhuidt,2015-01-05T17:02:03Z,2015-01-05T17:02:21Z,ad,ad_15sec,0.13799999999999998,25.8,2015-01-05,facebook,Japan
